baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
G4P62_000001	535.38842434133	-0.167322558614645	0.373378527406526	-0.448131176093232	0.654058529376449	0.999819695851237
G4P62_000002	50.003133581351	-0.0648892464065735	0.242082940774538	-0.268045514479302	0.788664284662232	0.999819695851237
G4P62_000003	73.0255285575934	0.359700040639877	0.477074642599635	0.753970151672346	0.450867144850465	0.999819695851237
G4P62_000004	11.6423638958433	-1.08373620259687	1.09635724809106	-0.988488199885429	NA	NA
G4P62_000005	174.972841863382	-0.361202653154123	0.218136304089722	-1.65585758253956	0.0977506633742845	0.999819695851237
G4P62_000006	33.1093405138069	0.548493732013677	0.473607936262201	1.15811769613172	0.246816009351982	0.999819695851237
G4P62_000007	1109.18015335839	-0.121170839090036	0.130546609563525	-0.928180666622929	0.353313861364238	0.999819695851237
G4P62_000008	13.7683193118874	0.66650290371191	0.846895871655211	0.78699510296262	0.431284732845232	0.999819695851237
G4P62_000009	8.63774683548307	0.197544527929381	1.15212693245118	0.171460732637418	0.863861503984527	0.999819695851237
G4P62_000010	86.4936388471484	-0.0527206371475384	0.309292390252224	-0.170455655583849	0.864651805661537	0.999819695851237
G4P62_000011	2.22287813989699	-2.5768831360201	1.72284792305154	-1.49571131702436	0.134728899892782	0.999819695851237
G4P62_000012	110.514198354179	-0.280896498010712	0.302021529850845	-0.930054549917135	0.352342841382198	0.999819695851237
G4P62_000013	532.969659171044	0.160642471349366	0.18304155078086	0.877628443728001	0.38014538818753	0.999819695851237
G4P62_000014	60.6363671143658	-0.480217317216063	0.631531584165511	-0.760401109392825	0.447014860364244	0.999819695851237
G4P62_000015	5.71367724320402	-0.434940997488946	1.34367661558123	-0.323694698892117	0.746169184639837	0.999819695851237
G4P62_000016	123.83465054947	0.195641087285582	0.370558712422017	0.527962454335098	0.597525395499877	0.999819695851237
G4P62_000017	156.733910891513	-0.123680005280947	0.445988539727902	-0.277316554717761	0.781537049044422	0.999819695851237
G4P62_000018	880.993336254748	-0.136992029834291	0.190757394293769	-0.71814794043224	0.472666073285906	0.999819695851237
G4P62_000019	5.59693729387623	-1.23614568969038	2.59734641839118	-0.475926384304201	NA	NA
G4P62_000020	23.7464383747049	-0.774843256925716	0.656252260946362	-1.18070946652182	0.23771815956349	0.999819695851237
G4P62_000021	525.614842454711	0.0408154679255831	0.144704109178015	0.282061567963989	0.777896301533277	0.999819695851237
G4P62_000022	86.8990413898377	-0.101798413920138	0.420067415130271	-0.242338277746604	0.808518056184209	0.999819695851237
G4P62_000023	103.496422284423	0.314019701023974	0.544305369074267	0.576918250058871	0.563994681464865	0.999819695851237
G4P62_000024	107.455137050947	0.508358328010136	0.359863670544918	1.41264142401583	0.157761182658444	0.999819695851237
G4P62_000025	15.6286924078847	-0.857543052698581	0.801623922634833	-1.06975731198234	0.284728561594474	0.999819695851237
G4P62_000026	8.55716023649749	0.542543650468902	1.66529751550659	0.325793826878951	0.744580349582897	0.999819695851237
G4P62_000027	339.708320032454	-0.0709441175502694	0.25073668681388	-0.282942709548247	0.777220754211096	0.999819695851237
G4P62_000028	84.9202032633415	0.477935622221391	0.425116303639359	1.12424674878346	0.260908362207154	0.999819695851237
G4P62_000029	115.035549164521	-0.568213299506859	0.393705156425642	-1.4432457645857	0.148951251846796	0.999819695851237
G4P62_000030	90.546890555396	-1.82618560701172	0.691864098859491	-2.63951491343764	NA	NA
G4P62_000031	24.1873839784909	-0.618696442813682	0.780600831674503	-0.792590037966636	0.42801671470007	0.999819695851237
G4P62_000032	77.6734218708411	0.344996821516391	0.705600970130212	0.488940401332958	0.624883891609313	0.999819695851237
G4P62_000033	23.2405053294175	-0.613442104226959	0.870159062399086	-0.704976975744709	0.480824564690935	0.999819695851237
G4P62_000034	95.3801984482009	-0.878204371711239	0.330954179451643	-2.65355274608205	0.00796493210567512	0.961729907142926
G4P62_000035	3.4412848577076	-1.4176735562946	2.51277933331097	-0.564185456916585	0.572627924192412	0.999819695851237
G4P62_000036	16.8818961519267	-0.371043776744314	0.704252510877744	-0.526861844314711	0.598289532194141	0.999819695851237
G4P62_000037	1.01516382728274	-1.38620034820242	2.76517647203608	-0.501306286315144	0.616155581790578	NA
G4P62_000038	718.580343807643	0.0221189205758307	0.231463298051561	0.095561243454258	0.923869047521094	0.999819695851237
G4P62_000039	15.907545133592	0.18004431772948	0.991487671526907	0.181590072070396	0.855904440651729	0.999819695851237
G4P62_000040	1.24472208858026	1.95396085687592	2.96654522040291	0.658665454831846	NA	NA
G4P62_000042	20.8950895621551	0.395836564556831	0.771143786184027	0.513310969560699	0.607733811872764	0.999819695851237
G4P62_000043	232.412235086065	-0.656316166481043	0.360678215351247	-1.81967232437892	0.0688089203624425	0.999819695851237
G4P62_000044	67.9698072582338	-0.157859052215024	0.576737761545616	-0.273710276559614	0.784307279697247	0.999819695851237
G4P62_000045	194.415520438756	0.615307750906981	0.400874060022158	1.53491535689032	0.124804620797598	0.999819695851237
G4P62_000046	301.304493243014	-0.252588776308107	0.363032313021211	-0.695774913825229	0.486569801890305	0.999819695851237
G4P62_000047	88.2307637256444	-0.166318781506014	0.419664427296539	-0.39631374662235	0.691873587395181	0.999819695851237
G4P62_000048	21.0042738070008	-2.92510492733088	1.12577475441547	-2.59830389325942	0.0093685541016162	0.999819695851237
G4P62_000049	51.8392516856557	0.506328307466808	0.610406878757831	0.829493121861895	0.406825427241816	0.999819695851237
G4P62_000050	1.74947270631218	1.85864241452256	2.42724233929139	0.76574241658341	0.443829583195724	0.999819695851237
G4P62_000051	195.6692353154	-0.130054987474253	0.181223173229697	-0.717650977832789	0.472972516846348	0.999819695851237
G4P62_000052	67.5526900415213	0.502401405504836	0.371008132690396	1.35415200163304	0.175687888617571	0.999819695851237
